,0,CRe,DoubleCCRe,TripleCC,Bracket,Benzene,CycleRe,SingleCO,DoubleCO,Predict_LogS,Predict_LogP,Predict_Hansen_Polarity,Predict_Hansen_dis,Predict_Hansen_H_bond,error
0,iterration,,,,,,,,,,,,,,
2490,,12.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,-3.84,4.42,6.5,14.8,10.0,27.159999999999997
2994,,12.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,-3.84,4.42,6.5,14.8,10.0,27.159999999999997
5322,,11.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,-3.31,3.76,4.7,14.8,5.1,27.28666666666666
4636,,11.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,-3.31,3.76,4.7,14.8,5.1,27.28666666666666
5456,,11.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,-3.31,3.76,4.7,14.8,5.1,27.28666666666666
8238,,11.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,-3.31,3.76,4.7,14.8,5.1,27.28666666666666
7805,,12.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
369,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
5183,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
5969,,12.0,2.0,0.0,4.0,0.0,0.0,7.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
4619,,12.0,2.0,0.0,4.0,0.0,0.0,7.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
5715,,12.0,2.0,0.0,4.0,0.0,0.0,7.0,1.0,-0.569999999999999,4.04,2.9,17.7,9.3,27.31333333333334
7990,,4.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.03,-1.76,6.25,15.8,7.4,27.339999999999996
2393,,12.0,2.0,0.0,4.0,0.0,0.0,10.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
8685,,12.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,-0.569999999999999,4.04,4.1,16.0,9.3,27.380000000000006
173,,12.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
2735,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
3555,,12.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
3069,,12.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
9665,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
9762,,12.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,-0.569999999999999,4.04,4.1,16.0,9.3,27.380000000000006
2219,,12.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
8819,,12.0,2.0,0.0,4.0,0.0,0.0,6.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
7895,,12.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,-0.569999999999999,4.04,4.1,16.0,9.3,27.380000000000006
4023,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
2903,,12.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
3869,,12.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
4175,,12.0,2.0,0.0,4.0,0.0,0.0,6.0,0.0,-0.569999999999999,4.04,4.1,15.0,9.3,27.380000000000006
3713,,12.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,-0.569999999999999,4.04,4.1,16.0,9.3,27.380000000000006
7812,,10.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.83,1.5,2.9,16.0,5.1,27.47333333333333
5052,,12.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
4770,,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
2400,,12.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
4182,,12.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
5976,,12.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
3076,,12.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
5722,,12.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
3562,,12.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
2050,,12.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
4480,,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
5190,,12.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.34,0.83,2.9,15.8,5.1,27.53333333333333
3650,,11.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,-2.43999999999999,4.296666666666667,6.4,17.7,6.6,27.619999999999997
9831,,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-2.14,3.98,2.9,15.85,5.1,27.71333333333333
9282,,10.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,-2.14,3.98,2.9,15.5,5.1,27.71333333333333
8194,,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-4.16,4.41,4.1,15.8,10.5,28.05333333333333
3620,,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.43999999999999,3.93,3.4,14.8,4.2,28.380000000000003
1692,,9.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.83,1.6549999999999998,5.2,16.0,5.1,28.389999999999997
1510,,9.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.83,1.6549999999999998,5.2,16.0,5.1,28.389999999999997
1872,,9.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.83,1.6549999999999998,5.2,16.0,5.1,28.389999999999997
6337,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7149,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7211,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7225,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7235,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
8165,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6485,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
274,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6467,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6251,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6439,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6427,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6261,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6263,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6267,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7010,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
7034,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
9731,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
390,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6309,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6323,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6349,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6369,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
6347,,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.889,4.57,6.0,16.0,10.0,28.390666666666664
857,,12.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,-5.48,3.95,3.4,16.1,10.6,28.71333333333333
6722,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,-5.48,3.95,6.5,15.3,10.0,28.71333333333333
6720,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,-5.48,3.95,6.5,15.3,10.0,28.71333333333333
6714,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,-5.48,3.95,6.5,15.3,10.0,28.71333333333333
6786,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,-5.48,3.95,6.5,15.3,10.0,28.71333333333333
6764,,12.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,-5.48,3.95,3.4,16.1,10.6,28.71333333333333
6127,,12.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,-5.48,3.95,3.4,16.1,10.6,28.71333333333333
4237,,12.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,-5.48,3.95,3.4,16.1,10.6,28.71333333333333
6766,,12.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,-5.48,3.95,3.4,16.1,10.6,28.71333333333333
8224,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
5366,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
5232,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
6847,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
4532,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
4608,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
3858,,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
3782,,11.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,-3.497499999999995,3.93,4.7,14.8,5.1,28.806666666666654
755,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
7619,,12.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9119,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
7983,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
8945,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9635,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
6453,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
2043,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9719,,12.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9455,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9225,,12.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9369,,12.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
6335,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
1503,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
6569,,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.2,4.2,28.833333333333336
945,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
9764,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
8469,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
2565,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
8153,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
8543,,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.17,3.93,3.4,15.3,4.2,28.833333333333336
7898,,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.03,-0.81,7.6,15.8,6.4,28.939999999999998
8000,,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.03,-0.81,7.6,15.8,6.4,28.939999999999998
3626,,11.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.43999999999999,3.93,4.7,14.8,3.4,29.18
2132,,11.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.43999999999999,3.93,4.7,14.8,3.4,29.18
4223,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
4219,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
4217,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
4211,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
2942,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
899,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
4201,,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
821,,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
903,,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
825,,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
831,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
4281,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
867,,12.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-4.62,4.42,3.4,16.1,10.6,29.24
6812,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,-5.48,3.95,5.5,15.3,9.8,29.313333333333333
6798,,12.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,-5.48,3.95,5.5,15.3,9.8,29.313333333333333
9196,,9.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
8638,,8.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
8566,,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
9086,,8.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
8416,,8.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
778,,9.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
968,,9.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
9898,,8.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
9142,,8.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.28,2.8,10.3,19.2,12.6,29.320000000000004
7902,,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.9103333333333332,0.88,7.1,16.2,7.4,29.32266666666667
1199,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1277,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1215,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1169,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1273,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1173,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1177,,12.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1195,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1275,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1205,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1211,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1231,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1213,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
1203,,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-3.84,4.8,3.4,16.1,10.6,29.439999999999998
6683,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
8883,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
9569,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
9752,,12.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,16.0,4.2,29.49333333333333
8315,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
9005,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
9533,,12.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,-3.17,4.04,4.1,15.1,4.2,29.49333333333333
9700,,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.03,-0.58,4.5,15.8,8.2,29.559999999999995
6157,,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-4.16,4.72,6.5,18.4,10.0,29.813333333333333
5352,,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5354,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
4518,,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5422,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
5432,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
887,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
4520,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
5434,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5436,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5400,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
835,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
5220,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
4215,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
645,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
633,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5286,,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5288,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
8218,,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
8216,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
8206,,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-4.16,4.72,6.5,18.4,10.0,29.813333333333333
4213,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
8202,,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-4.16,4.72,6.5,18.3,10.0,29.813333333333333
5290,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
5298,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
3834,,11.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
3840,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
3848,,11.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
3852,,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5302,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
3770,,11.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
3850,,11.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
4556,,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
4590,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
4586,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
4588,,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-4.16,4.72,6.5,17.6,10.0,29.813333333333333
4600,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
4584,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
4598,,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.16,4.72,6.5,17.7,10.0,29.813333333333333
5392,,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
8095,,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
453,,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
505,,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
2180,,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
4580,,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
431,,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.16,4.296666666666667,6.0,14.8,7.6,29.873333333333335
7912,,4.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,3.03,-0.81,5.2,15.8,6.4,29.899999999999995
8753,,12.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,-0.245,4.04,4.1,16.0,9.3,29.979999999999997
7165,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.16,4.72,6.0,14.8,10.0,30.013333333333332
4610,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.16,4.72,6.0,14.8,10.0,30.013333333333332
