,0,C,Double,Triple,Bracket,Cyclic,Predict,Error
0,iterration,,,,,,,
1,1,,,,,,,
4288,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4294,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
4302,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4304,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4308,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
4320,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4276,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
4325,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4328,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4330,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4332,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4338,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4342,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4344,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4350,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
4351,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
4327,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4132,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4130,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4125,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3896,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3897,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
3902,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3903,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3904,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3905,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3906,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
3907,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3908,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3909,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
3910,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
3911,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3912,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3914,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3916,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3918,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3932,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3895,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3894,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3890,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3886,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3824,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3831,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
3836,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3842,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3844,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3846,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3848,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3852,,6.0,0.0,2.0,0.0,1.0,352.0833333333333,0.0
3943,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3858,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3867,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3869,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3870,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3873,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
3875,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3879,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3880,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3882,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3860,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
3947,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3949,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3952,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4049,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
4054,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4055,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4056,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4057,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
4060,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
4061,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4062,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4048,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4063,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
4066,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4068,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4070,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4095,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4101,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4102,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4106,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4123,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4064,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3821,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
4046,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4040,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3971,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3978,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3985,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3994,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3996,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
3998,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4002,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4017,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4042,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4018,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4023,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4024,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4026,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4029,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4030,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4032,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4036,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4038,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
4020,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1382,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
4999,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
678,,7.0,1.0,0.0,3.0,1.0,351.05,0.0
238,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
237,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
236,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
914,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
233,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
232,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
239,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
229,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
227,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
918,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
226,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
225,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
33,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
224,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
228,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
223,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
240,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
242,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
260,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
258,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
257,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
256,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
255,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
906,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
241,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
254,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
252,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
249,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
248,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
45,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
243,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
46,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
253,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
222,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
34,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
221,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
174,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1213,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
172,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
170,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1211,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
928,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
926,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
169,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
165,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
163,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
156,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
152,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
36,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
150,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
167,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
182,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1215,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
186,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
220,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
219,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
218,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
920,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
211,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
210,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
205,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
204,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
199,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
198,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
196,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
194,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
192,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
190,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
35,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
901,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
934,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1237,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1238,,6.0,1.0,1.0,0.0,1.0,352.0833333333333,0.0
840,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
382,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
380,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
842,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
376,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
372,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1267,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
369,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
359,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1262,,6.0,1.0,1.0,0.0,2.0,352.0833333333333,0.0
1261,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
348,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
346,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
344,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1264,,6.0,1.0,1.0,0.0,2.0,352.0833333333333,0.0
342,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
384,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
838,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
831,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
400,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
832,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
833,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1275,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
834,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1268,,6.0,1.0,1.0,0.0,1.0,352.0833333333333,0.0
397,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
396,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
836,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1271,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
390,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
388,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
386,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1273,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
340,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1258,,6.0,1.0,1.0,0.0,1.0,352.0833333333333,0.0
330,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
878,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1244,,6.0,1.0,1.0,0.0,1.0,352.0833333333333,0.0
1243,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
882,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
885,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
1241,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
272,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
886,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
889,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
891,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
892,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
894,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
896,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
263,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
264,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
874,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
276,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
870,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
1256,,6.0,1.0,1.0,0.0,2.0,352.0833333333333,0.0
325,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
848,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
850,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
852,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
319,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
860,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
862,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
300,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
296,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
864,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
866,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
282,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1252,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
869,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
899,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
937,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
938,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
142,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
1160,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1159,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1158,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1030,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1156,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1154,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1161,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1033,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1034,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
41,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
1151,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1037,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1149,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1039,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1153,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1041,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1019,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
1164,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
991,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1170,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
40,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1169,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
994,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
995,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
1018,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1168,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
999,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1008,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1009,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1010,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1165,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1011,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
998,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1043,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1045,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1047,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1124,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1121,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
61,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1101,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1103,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1119,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1128,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
47,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1106,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1109,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1111,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1117,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1113,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1114,,7.0,0.0,0.0,3.0,1.0,353.95,0.0
1104,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1093,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1090,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1086,,7.0,0.0,0.0,3.0,1.0,353.95,0.0
1048,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1146,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1056,,7.0,0.0,0.0,3.0,1.0,353.95,0.0
1144,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1058,,7.0,0.0,0.0,3.0,1.0,353.95,0.0
1060,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1063,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1140,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1067,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
1068,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1136,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1134,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
63,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1072,,7.0,0.0,0.0,3.0,1.0,353.95,0.0
1074,,7.0,0.0,0.0,3.0,2.0,353.95,0.0
1171,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
990,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
44,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1174,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
111,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1201,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
1200,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1199,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1198,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
37,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1202,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
954,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
956,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
98,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
96,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
94,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
93,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
91,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
104,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1203,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
113,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
1204,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
942,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
135,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
129,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
127,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
124,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
122,,6.0,1.0,2.0,0.0,1.0,352.0833333333333,0.0
1207,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
945,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
120,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
118,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
948,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1206,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1205,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
117,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
114,,6.0,1.0,2.0,0.0,2.0,352.0833333333333,0.0
960,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
830,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
82,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
962,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
981,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1183,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1182,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1181,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
1180,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1179,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1186,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1178,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
987,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1177,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
988,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
1176,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
989,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1175,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
986,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
980,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
979,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
978,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
72,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
66,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1193,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1192,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
38,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1191,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
1190,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1189,,6.0,1.0,1.0,0.0,0.0,352.0833333333333,0.0
1188,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
966,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
39,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
968,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
1187,,6.0,0.0,2.0,0.0,0.0,352.0833333333333,0.0
976,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
977,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
78,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
829,,6.0,0.0,1.0,0.0,0.0,352.0833333333333,0.0
902,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
828,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
560,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
56,,6.0,1.0,2.0,0.0,0.0,352.0833333333333,0.0
559,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
554,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
733,,7.0,1.0,0.0,3.0,0.0,351.05,0.0
553,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
572,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
735,,7.0,0.0,0.0,3.0,0.0,353.95,0.0
738,,7.0,1.0,0.0,3.0,1.0,351.05,0.0
542,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
538,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
536,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
740,,7.0,1.0,0.0,3.0,1.0,351.05,0.0
534,,6.0,3.0,0.0,0.0,0.0,351.4,0.0
736,,7.0,1.0,0.0,3.0,1.0,351.05,0.0
